date,no,engagement,LoB,rsk_idx_1,rsk_idx_2,rsk_idx_3,risk_index
2022-09-30,34,케이탑리츠,ICE1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,34,케이탑리츠,ICE1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,34,케이탑리츠,ICE1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),1
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,35,코오롱,IM1,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,35,코오롱,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,35,코오롱,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,35,코오롱,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,36,코오롱플라스틱,CM1,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,36,코오롱플라스틱,CM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,36,코오롱플라스틱,CM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,36,코오롱플라스틱,CM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,37,크라운제과,CM2,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,37,크라운제과,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,37,크라운제과,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,37,크라운제과,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,38,크라운해태홀딩스,CM2,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,38,크라운해태홀딩스,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,38,크라운해태홀딩스,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,38,크라운해태홀딩스,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,39,크래프톤,ICE2,1 감리위험요소평가,3 관리종목,매출액기준,1
2022-09-30,39,크래프톤,ICE2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,39,크래프톤,ICE2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,39,크래프톤,ICE2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,1
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,40,팜스코,IM4,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,40,팜스코,IM4,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,40,팜스코,IM4,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,40,팜스코,IM4,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,41,퍼스텍,ICE3,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,41,퍼스텍,ICE3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,41,퍼스텍,ICE3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",1
2022-09-30,41,퍼스텍,ICE3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,42,포스코,IM2,1 감리위험요소평가,1 표본심사,매출액감소,1
2022-09-30,42,포스코,IM2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,42,포스코,IM2,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,42,포스코,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,42,포스코,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,42,포스코,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,1
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,43,한국항공우주,IM3,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,43,한국항공우주,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,43,한국항공우주,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,43,한국항공우주,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,44,한라,IGH,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,44,한라,IGH,1 감리위험요소평가,1 표본심사,매출액감소,1
2022-09-30,44,한라,IGH,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,44,한라,IGH,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,44,한라,IGH,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,1
2022-09-30,44,한라,IGH,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,44,한라,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,44,한라,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,44,한라,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,45,한신공영,IGH,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,45,한신공영,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,45,한신공영,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,45,한신공영,IGH,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),1
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),1
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,46,한올바이오파마,IM3,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,46,한올바이오파마,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,46,한올바이오파마,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,46,한올바이오파마,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,1
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,47,한일현대시멘트,IM2,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,47,한일현대시멘트,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,47,한일현대시멘트,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,47,한일현대시멘트,IM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),1
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,48,한진,IM3,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,48,한진,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,48,한진,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,48,한진,IM3,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,영업이익감소,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,1
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,49,한화솔루션,IM1,1 감리위험요소평가,3 관리종목,매출액기준,0
2022-09-30,49,한화솔루션,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,0
2022-09-30,49,한화솔루션,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2022-09-30,49,한화솔루션,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,영업이익감소,1
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,1 표본심사,매출액감소,0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,1
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,2 직권지정,영업손실,0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2022-09-30,50,현대중공업,IM1,1 감리위험요소평가,3 관리종목,매출액기준,1
2022-09-30,50,현대중공업,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2022-09-30,50,현대중공업,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",1
2022-09-30,50,현대중공업,IM1,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,영업이익감소,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,1 표본심사,매출액감소,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,5 기타,당기손익과 영업 CF의 부호 상이,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,2 직권지정,영업손실,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,2 직권지정,부의 영업현금흐름,0
2021-12-31,1,BGF리테일,CM2,1 감리위험요소평가,3 관리종목,매출액기준,0
2021-12-31,1,BGF리테일,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,재무비율,1
2021-12-31,1,BGF리테일,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,"영업이익율, 순이익율 ()",0
2021-12-31,1,BGF리테일,CM2,2 감사인 감리 대상 개별감사업무 선정,1 개별감사업무 선정,비상장&자산 2조원 이상,0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,4 한계기업,코스닥 영업손실,0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거2년연속),0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,1 표본심사,당기손익과 영업 CF 괴리(과거1년),0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거2년연속),0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,1 표본심사,영업손익과 영업 CF 괴리(과거1년),0
2021-12-31,2,CJ CGV,ICE2,1 감리위험요소평가,1 표본심사,영업이익감소,0
