재무제표종류,재무제표구분,연결/별도,회사명,Industry,상장시장,결산기준일,Year,보고서종류,항목명,주요계정,계정코드,당기,전기
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,케이씨텍,Technology,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,56551178518,61631220406
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,케이씨텍,Technology,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,2.5697E+11,2.04957E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,케이탑리츠,Real Estate,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.02204E+11,1.49016E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,케이탑리츠,Real Estate,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.38314E+11,87457934764
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,케이탑리츠,Real Estate,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,63890695720,61558133691
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.27777E+12,1.24705E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,7.78662E+11,7.35011E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.99112E+11,5.1204E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.45241E+11,3.52922E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.4164E+11,1.57702E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,2.03601E+11,1.9522E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운제과,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.32756E+11,3.28674E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운제과,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.04574E+11,2.07888E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운제과,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.28182E+11,1.20786E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.57023E+11,3.55141E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,59427556876,61544381604
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,2.97595E+11,2.93597E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,7.97653E+11,6.61084E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,4.44625E+11,3.05588E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.53028E+11,3.55496E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,퍼스텍,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.60686E+11,1.97157E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,퍼스텍,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.21201E+11,1.16415E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,퍼스텍,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,39485853200,80742789661
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,5.4126E+13,5.36923E+13
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,8.85388E+12,7.7508E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.52721E+13,4.59415E+13
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.735E+12,3.19178E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.68569E+12,2.05292E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.04931E+12,1.13886E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.14465E+12,1.11797E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,8.22936E+11,7.49866E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.21711E+11,3.681E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.63352E+12,1.75582E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.20574E+12,1.39736E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.27786E+11,3.58459E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.62247E+11,1.68615E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,45373187071,57488619826
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.16874E+11,1.11127E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한일현대시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,5.48945E+11,4.96108E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한일현대시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,3.72537E+11,2.8676E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한일현대시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.76408E+11,2.09348E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.14951E+12,1.92177E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.10815E+12,1.08846E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.04136E+12,8.33313E+11
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.9678E+13,1.99302E+13
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,8.27941E+12,9.43484E+12
"재무상태표, 유동/비유동법-별도재무제표",BS,별도,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.13985E+13,1.04954E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.48257E+12,1.27735E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,9.60906E+11,8.88705E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,5.21663E+11,3.88644E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,CJ CGV,Media,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.23419E+12,2.4601E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,CJ CGV,Media,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.68391E+12,1.68244E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,CJ CGV,Media,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,5.50281E+11,7.77663E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SIMPAC,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,6.81751E+11,3.81158E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SIMPAC,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.46718E+11,1.40332E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SIMPAC,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.35033E+11,2.40826E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SK가스,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.75561E+12,4.35175E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SK가스,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.11283E+12,2.56831E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,SK가스,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.64278E+12,1.78344E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,고려아연,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,7.22589E+12,7.03814E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,고려아연,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,8.51366E+11,9.32492E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,고려아연,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,6.37453E+12,6.10565E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,극동유화,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.80142E+11,2.68504E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,극동유화,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.20212E+11,1.20113E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,극동유화,Energy and Natural Resources,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.5993E+11,1.48391E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대덕전자,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.13692E+12,6.07099E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대덕전자,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.52995E+11,87033442514
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대덕전자,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,9.83926E+11,5.20066E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대웅제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.20785E+12,1.21352E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대웅제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,6.00037E+11,5.81988E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,대웅제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,6.07809E+11,6.31537E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,동원산업,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.5922E+12,2.56035E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,동원산업,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.61859E+12,1.65661E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,동원산업,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,9.73605E+11,9.03739E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,롯데케미칼,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.07991E+13,1.9551E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,롯데케미칼,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,7.25481E+12,7.2962E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,롯데케미칼,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.35443E+13,1.22548E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,삼성SDI,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.93497E+13,1.57417E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,삼성SDI,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,7.1245E+12,4.28971E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,삼성SDI,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.22252E+13,1.1452E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,선진,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,9.17161E+11,6.86844E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,선진,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,5.86038E+11,3.52023E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,선진,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.31123E+11,3.34821E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,신세계푸드,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,6.24959E+11,5.95366E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,신세계푸드,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,3.08054E+11,2.80302E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,신세계푸드,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.16905E+11,3.15064E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,아세아시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.92871E+12,9.06381E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,아세아시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.14277E+12,2.09074E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,아세아시멘트,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,7.85943E+11,6.97307E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에스엠,Media,KOSDAQ,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.00247E+12,7.97509E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에스엠,Media,KOSDAQ,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,4.26346E+11,3.61878E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에스엠,Media,KOSDAQ,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,5.76128E+11,4.35631E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에이블씨엔씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.88078E+11,3.72156E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에이블씨엔씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,69265328179,67639507418
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,에이블씨엔씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.18813E+11,3.04516E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,이수화학,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,9.35655E+11,9.99536E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,이수화학,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,5.33232E+11,6.55384E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,이수화학,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.02422E+11,3.44152E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,인포뱅크,Telecommunications,KOSDAQ,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,74993734789,73379877050
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,인포뱅크,Telecommunications,KOSDAQ,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,19276208561,18497166611
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,인포뱅크,Telecommunications,KOSDAQ,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,55717526228,54882710439
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,일동제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,5.64669E+11,5.63856E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,일동제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.87845E+11,2.79555E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,일동제약,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,2.76825E+11,2.84301E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,진양홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,4.96162E+11,5.52715E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,진양홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.37075E+11,1.52403E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,진양홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.59086E+11,4.00312E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,카카오,Technology,KOSDAQ,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,7.95954E+12,6.34943E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,카카오,Technology,KOSDAQ,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.33238E+12,1.88651E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,카카오,Technology,KOSDAQ,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,5.62716E+12,4.46292E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,케이씨씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,8.96542E+12,9.54378E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,케이씨씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,3.22407E+12,3.67752E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,케이씨씨,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,5.74135E+12,5.86626E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.48035E+12,3.68837E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.64498E+12,2.78543E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,8.35367E+11,9.02942E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.40975E+11,3.5384E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.43627E+11,1.59308E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,코오롱플라스틱,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.97348E+11,1.94532E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.2865E+12,1.31134E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,7.92811E+11,8.18365E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,크라운해태홀딩스,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.93693E+11,4.92977E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,8.83155E+11,7.25317E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,5.73333E+11,4.04798E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,팜스코,Consumer Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,3.09822E+11,3.20519E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,7.82483E+13,7.9025E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,3.14887E+13,3.1561E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,포스코,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.67596E+13,4.7464E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,3.75586E+12,3.1934E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,2.70296E+12,2.053E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한국항공우주,Aviation,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.05291E+12,1.14041E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.79375E+12,2.2141E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.52809E+12,1.82147E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한라,Construction,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,2.6566E+11,3.92631E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.77843E+12,1.90539E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.33239E+12,1.5541E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한신공영,Construction,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,4.46037E+11,3.51284E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,1.62304E+11,1.68696E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,45386080654,57497660963
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한올바이오파마,Healthcare,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.16918E+11,1.11198E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.66143E+12,2.45381E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.5943E+12,1.58459E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,한진,Services,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.06713E+12,8.69223E+11
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자산총계,자산총계,A,2.47299E+13,3.04088E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   부채총계,부채총계,B,1.16189E+13,1.80368E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,현대중공업,Industrial Products,KOSPI,2018-12-31,2018,사업보고서,   자본총계,자본총계,C,1.3111E+13,1.2372E+13
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2017-12-31,2017,사업보고서,   자산총계,자산총계,A,1.27735E+12,
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2017-12-31,2017,사업보고서,   부채총계,부채총계,B,8.88705E+11,
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,BGF리테일,Consumer Products,KOSPI,2017-12-31,2017,사업보고서,   자본총계,자본총계,C,3.88644E+11,
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,CJ CGV,Media,KOSPI,2017-12-31,2017,사업보고서,   자산총계,자산총계,A,2.4601E+12,2.54177E+12
"재무상태표, 유동/비유동법-연결재무제표",BS,연결,CJ CGV,Media,KOSPI,2017-12-31,2017,사업보고서,   부채총계,부채총계,B,1.68244E+12,1.62129E+12
